data,PETR4_esmble_jan_tot,PETR4_rend_decisao_esmble_jan_tot,VALE3_esmble_jan_tot,VALE3_rend_decisao_esmble_jan_tot,ITUB4_esmble_jan_tot,ITUB4_rend_decisao_esmble_jan_tot
2020-06-04,1,0.0,1,0.0,0,0.0
2020-06-05,1,0.0331986179337594,0,0.0054974231525936,1,0.0
2020-06-08,1,0.0017738051012631,0,-0.0131228924336304,0,0.0315103223026373
2020-06-09,1,-0.0226163878772187,0,-0.0248270874482987,0,0.0
2020-06-10,1,-0.0288248548660854,0,-0.0211030360694077,0,0.0
2020-06-12,1,-0.0611973199346969,0,0.0,0,0.0
2020-06-15,1,0.0646137256506375,0,0.0,1,0.0
2020-06-16,1,0.0162338751176302,0,0.0,1,0.0026414756703956
2020-06-17,1,0.0134508359646275,0,0.0,1,0.016603734454785
2020-06-18,0,0.0097403250705782,1,0.0,0,0.0532075594671616
2020-06-19,1,0.0306123388057701,0,0.0047931744913224,0,0.0
2020-06-22,1,0.0,1,-0.0173974666504073,0,0.0
2020-06-23,1,0.021759269062189,0,0.0040830995916548,0,0.0
2020-06-24,1,0.0032571939088251,1,-0.0012426824844165,0,0.0
2020-06-25,1,-0.0009308056774138,0,0.0117117328787233,0,0.0
2020-06-26,1,-0.0009308056774138,0,0.0261261504090938,1,0.0
2020-06-29,1,0.007910596333771,0,0.0,0,0.0239381881135323
2020-06-30,1,0.0215558629271275,0,0.0,1,0.0
2020-07-01,1,0.0229884151079052,0,0.0,1,0.0238281212115293
2020-07-02,1,0.0049773653061096,0,0.0,1,0.0283018916026709
2020-07-03,0,0.003619998876977,0,0.0,0,0.0113679957083452
2020-07-06,1,0.0343891523900986,0,0.0,1,0.0553239855096487
2020-07-07,0,0.0058192835252721,0,0.0,0,0.0102078163129991
2020-07-08,1,0.0188004842453176,0,0.0,1,-0.0131243528522775
2020-07-09,0,0.0210385081005112,0,0.0,1,-0.0094787129654168
2020-07-10,0,0.0,1,0.0,0,-0.004374804808917
2020-07-13,0,0.0,1,0.0258098307213415,0,0.0
2020-07-14,1,0.0,0,0.0699240225338179,1,0.0
2020-07-15,0,0.0099138380898263,0,0.0,0,0.0094407917170171
2020-07-16,0,0.0034482158802314,0,0.0,0,-0.0079884093978864
2020-07-17,1,-0.0073276761796528,0,0.0,1,-0.0050835221025581
2020-07-20,1,-0.0125,0,0.0,1,-0.0003631262440493
2020-07-21,1,0.0194384706524272,0,0.0,1,0.0159420256153362
2020-07-22,0,0.0112310518128723,0,0.0,0,0.009057931548016
2020-07-23,0,0.0034748390853154,0,0.0,0,-0.0166666993041124
2020-07-24,0,-0.0038688091354564,0,0.0,0,-0.0260869676965168
2020-07-27,1,0.0,0,0.0,1,0.0
2020-07-28,0,0.0121527739767365,0,0.0,0,0.0194805131500987
2020-07-29,0,0.0091146169725476,1,0.0,1,0.0277778183979766
2020-07-30,0,-0.005208290001464,0,0.0011236004001942,0,0.0129170904539339
2020-07-31,0,0.0043402659945501,1,-0.0014446025239346,0,0.0039469106339993
2020-08-03,0,0.0,0,0.0059390306867405,1,-0.0051858653232498
2020-08-04,1,0.0,1,-0.0234349878130752,1,-0.0418047819748214
2020-08-05,1,0.0472334895181496,0,0.0161550786173173,0,0.0057361265588598
2020-08-06,0,0.0107388018305367,0,0.0158319754409505,1,0.0057361265588598
2020-08-07,0,-0.0158935422733786,0,-0.0082391042636786,1,0.0114722531177197
2020-08-10,1,0.0073023563537189,0,0.0048465209118278,0,-0.0026768590608012
2020-08-11,0,0.025773124393288,0,0.0,1,0.0
2020-08-12,1,0.0,1,0.0,0,0.0066173482311498
2020-08-13,0,0.0055437235976882,0,0.0123778499697295,0,-0.005449580896241
2020-08-14,0,-0.0200425606303987,1,0.0004886014686505,0,-0.0186842773585407
2020-08-17,1,-0.0260127796617607,1,0.0195439778918953,0,-0.0365901088687435
2020-08-18,1,-0.0089552568430361,0,0.0374592842216223,0,0.0
2020-08-19,1,0.0161219301653134,0,0.0,0,0.0
2020-08-20,1,-0.0034858583814533,1,0.0,0,0.0
2020-08-21,1,-0.0139434335258132,0,0.0060887677874319,0,0.0
2020-08-24,1,0.0078431447251793,0,0.0115366098587961,0,0.0
2020-08-25,0,0.0025985787192977,0,0.0068899249325167,1,0.0
2020-08-26,0,-0.0082285898712522,1,-0.0009613885741018,1,0.0024691277585425
2020-08-27,1,-0.026851348975781,1,0.0079429482011438,0,0.0082304258618086
2020-08-28,1,-0.0238197708992099,0,0.0001621015311391,0,0.0106995536203511
2020-08-31,1,0.0049283624623008,0,-0.0087534558568399,0,-0.0004115212930903
2020-09-01,1,0.0255376864539941,1,0.0016210153113921,0,0.0
2020-09-02,1,0.0074138180862491,1,0.0071082164127216,1,0.0
2020-09-03,1,0.0082860060975431,0,-0.0218093842037353,1,0.0537189746357746
2020-09-04,0,0.0043610867166368,1,-0.0226171421446523,0,0.0051669016961326
2020-09-08,0,-0.0187528488737379,0,-0.0345719062028751,0,-0.015500771991178
2020-09-09,0,0.0,1,0.0,1,-0.0139109612310433
2020-09-10,0,0.0,1,0.0033333201867523,0,-0.0198728017586332
2020-09-11,0,0.0,0,0.0383333062587313,0,0.0
2020-09-14,0,0.0,0,0.0,0,0.0
2020-09-15,0,0.0,0,0.0,0,0.0
2020-09-16,0,0.0,0,0.0,0,0.0
2020-09-17,0,0.0,1,0.0,0,0.0
2020-09-18,1,0.0,0,0.0099231655476539,0,0.0
2020-09-21,0,0.007984915679063,0,-0.0174455789069431,0,0.0
2020-09-22,0,0.0028181219091642,1,-0.0282294704223114,0,0.0
2020-09-23,0,-0.0155002233520755,0,-0.0060528385840849,0,0.0
2020-09-24,0,-0.0272427928676447,0,0.0,1,0.0
2020-09-25,0,0.0,0,0.0,0,0.0074528965558414
2020-09-28,0,0.0,1,0.0,1,0.0477860888660909
2020-09-29,0,0.0,0,0.020943309959673,0,0.0004366956670028
2020-09-30,1,0.0,0,0.0,0,-0.0091703149854018
2020-10-01,0,0.021385008576811,1,0.0,1,-0.012441746959081
2020-10-02,1,0.0,0,0.0141613968819466,1,0.019020334537842
2020-10-05,0,0.0413223772148402,1,0.0209861899732908,0,0.012764062380266
2020-10-06,1,0.0,0,0.0044992309380227,0,0.0290492403110646
2020-10-07,0,0.0024999932741638,0,0.0124978990089675,0,0.0
2020-10-08,0,0.0295000215226754,1,0.0246625510623538,0,0.0
2020-10-09,0,0.0,0,0.0040525320832751,0,0.0
